2JME6AUBXHWSNU75DKMB7WDRM292Y9	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	extruded	squeezed	piped	ejected	displaced	expelled	pushed out	emitted	expelled	expelled	pushed out	pushed	pushed out	pushed out	pushed	expelled	discharged	extended	pushed	ejected	shoved	expelled	pushed out	spit out	ejected	pushed	squeezed	ejected	ejected	thrusted	pushed out	ejected	squeezed	expelled	projected	leaked	removed	pushed	pushed	pushed	blown	ejected	pushed	expelled	pushed	ejected	pushed out	molded	ejected	squeezed	expelled	ejected	pushed
25RZ6KW4ZMAZN4JBPQH0WNNVSM5G75	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	sought	tried	looked	looked	wished	looked	wanted	looked	tried	looked	wanted	looked	tried	looked	hunted	tried	looked	looked	seeked	tried	looked	wanted	seeked	looked	wanted	wanted	wanted	wanted	wanted	wanted	tried	pursued	looked	tried	looked	wished	tried	tried	tried	wanted	looked	worked	looked	tried	tried	find	tried	wanted	looked	tried	looked	looked
2DJINMHGYQ4J9A2VAM6MNFOYZNX8LQ	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	issued	presented	presented	given	delivered	given	given	given	given	presented	given	given	given	given	given	sent	given	awarded	awarded	given	given	provided	given	sent	given	given	provided	given	delivered	provided	given	given	given	treated	given	given	given	given	served	awarded	given	given	given	given	given	given	given	given	given	given	given	given
2WTNFSVGULF3FSKGAY71NS3NZSN8MS	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	diagram	sketch	example	picture	picture	drawing	picture	picture	picture	image	picture	drawing	picture	image	picture	sketch	picture	picture	picture	chart	chart	picture	picture	chart	chart	picture	picture	picture	picture	picture	picture	picture	picture	picture	picture	picture	picture	image	picture	picture	drawing	example	drawing	image	picture	picture	picture	picture	drawing	chart	picture	picture
25KL92HECWA63QQ8GN60KP5KYUXIJ6	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	inhabitants	people	people	people	people	people	citizens	occupants	residents	residents	people	people	natives	residents	occupants	people	people	people	people	people	residents	people	residents	people	people	people	citizens	people	people	people	people	people	residents	citizens	residents	people	residents	citizens	people	people	people	people	citizens	people	people	resident	people	residents	people	people	citizens	people
26DH8MZ9O9Z6QJWJQLQHPRRLGV409Y	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	disciplines	rules	sports	areas	groups	arenas	fields	fields	styles	games	styles	groups	styles	followers	types	areas	fields	areas	regimes	groups	leagues	fields	variants	fields	types	rules	fields	focuses	regimens	types	parts	types	studies	specialties	schools	specialties	groups	styles	areas	students	talents	fields	practices	fields	practices	schools	speciality	branches	teams	sectors	practices	fields
2YJQ6SVQ8H88SDMQPGFB3CI1S215O2	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	occasionally	sometimes	sometimes	some	sometimes	sometimes	seldom	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	some times	sometimes	sometimes	sometimes	random	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	rarely	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes	sometimes
2YJQ6SVQ8H88SDMQPGFB3CI1S21O5L	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	principles	ideas	standards	values	rules	ideas	ideals	truths	structures	tenets	standards	values	rules	ideas	rules	rules	rules	values	rules	rules	ethics	rules	ideas	ideas	dogmas	rules	rules	standards	rules	beliefs	rules	rules	values	rules	rules	ideas	rules	values	laws	traits	standards	beliefs	standards	ideas	morals	rules	ideals	standards	values	rules	standards	rules
217EIB9BAWLSSKHA96OUL3MTSWD2Z0	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	object	goal	goal	goal	goal	idea	goal	goal	goal	idea	goal	goal	goal	goal	goal	goal	point	goal	goal	point	goal	purpose	purpose	goal	goal	goal	goal	goal	goal	goal	goal	goal	goal	goal	thing	goal	goal	goal	goal	goal	goal	goal	goal	thing	thing	task	goal	goal	goal	goal	goal	goal
2J11LY58B727SNA0JV8D96YFT0JT8E	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	garment	covering	clothing	vestment	cloth	outfit	item	clothing	cloth	clothing	cloth	cloth	cloth	cloth	dress	covering	covering	clothing	clothing	clothing	outfit	cloth	clothing	piece of clothing	clothing	piece of clothing	piece of clothing	piece	clothing	cloth	piece of clothing	clothing	clothing	dress	attire	cloth	cloth	cloth	clothing	clothing	clothing	dress	cloth	clothing	skirt	garb	attire	cloth	cloth	wear	article	clothing
22R2HECWA6X34B4WJB3PDKXPUNRLKM	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	traversed	crossed	crossed	traveled	followed	crossed	crossed	traveled	crossed	traveled	crossed	crossed	traveled	crossed	travelled	went through	crossed	traveled	crossed	traveled	crossed	traveled	crossed	crossed	crossed	travelled	crossed	traveled	traveled	crossed	crossed	crossed	crossed	crossed	crossed	crossed	traveled	traveled	crossed	moved	crossed	went through	crossed	traveled	travelled	travelled	crossed	crossed	traveled	crossed	crossed	crossed
27D66RLPHIT3NIOUZV96ANJQ36BG8S	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	designation	name	specification	name	title	rename	naming	name	decription	title	fact	name	location	location	title	name	name	name	assignment	label	label	name	label	name	naming	title	name	name	identification	title	title	name	title	title	name	assignment	rank	name	label	label	titling	name	confirmation	name	name	title	label	name	section	label	label	name
2IUSTMOFXRDSA54LI94N5JFM26DURH	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	convince	persuade	encourage	get	tell	suggest	get	make	prompt	persuade	persuade	tell	get	persuade	prompt	persuade	get	push	persuade	sway	urge	get	persuade	get	persaude	persuade	get	persuade	get	persuade	get	urge	persuade	persuade	persuade	get	get	make	get	induce	persuade	persuade	tell	get	persuade	sway	make	make	get	get	persuade	persuade
2522JE1M7PKKF8JGAZQAK04L02SXQB	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	subsequently	also	then	next	later	previously	afterward	later	later	next	later	then	afterwards	consequently	also	later	afterwards	later	later	later	therefore	later	then	later	then	then	apparently	after all	later	then	then	next	in time	next	therfore	then	afterward	afterwards	next	later	later	then	therefore	then	then	eventually	then	later	then	later	then	later
26YFL6VCPWZ9XA5GMZM107SN4IX8NS	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	appointed	named	made	selected	assigned	made	made	named	made	chosen	made	named	made	named	designated	named	made	made	assigned as	made	declared	elected	made	named	chosen	elected	made	named	chosen	voted	made	granted	named	made	proclaimed	made	made	assigned	made	named	made	named	elected	named	announced	assigned	made	made	made	chosen	nominated	made
2HUOK2JE1M7PQ715V7XO7AC05Q3VOZ	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	abolished	ended	dissolved	canceled	ended	split	terminated	ended	ended	canceled	dissolved	outlawed	destroyed	removed	stopped	removed	removed	ended	canceled	destroyed	destroyed	broken	canceled	removed	taken away	revoked	removed	ended	unmade	canceled	stoped	removed	ended	ended	eliminated	ended	ended	dissolved	destroyed	ended	removed	destroyed	removed	removed	cancled	ended	removed	removed	eliminated	removed	ended	ended
2JJO3W5XH0JPVFAMO95PTSP76PPDJZ	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	noted	said	stated	said	said	said	said	mentioned	signified	said	wrote	said	said	said	saw	saw	said	said	stated	figured	said	said	said	said	wrote	said	said	saw	spotted	said	said	said	learned	said	said	said	said	noticed	remarked	said	said	said	said	said	said	said	said	said	said	mentioned	said	said
2IQN46UXFCD4BK4YXY4SVTKIO8WUS5	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	prestigious	famous	popular	rich	rescpected	famous	important	respected	respected	notable	respected	famous	respected	important	famous	popular	accomplished	famous	famous	respected	important	admirable	praised	famous	important	famous	important	famous	famous	famous	celebrated	famous	famous	fancy	elite	famous	special	prized	special	grand	high-status	important	honorary	important	known	famous	respected	famous	famous	famous	honored	famous
2902KYEPLSP7B7D6A7A3WAHQFVZVPG	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	inaugural	first	first	initial	beginning	first	first	beginning	first	first	first	beginning	first	first	beginning	first	starting	first	first	first	first	opening	debuting	first	first	first	first	first	first	opening	opening	yearly	introductory	begining	first	debut	initiation	yearly	beginning	first	first	known	first	first	beginning	first	first	first	initiation	first	initial	first
2TK6DG67D1X31N744NFKAJE1NCTG9H	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	manufactures	makes	makes	makes	makes	creates	makes	makes	makes	makes	creates	makes	makes	builds	makers	makes	makes	creates	makes	makes	makes	makes	produces	makes	creators	makes	makes	builds	makes	makes	makes	makers	makes	makes	builds	makes	makes	makes	creates	produces	makes	creates	makes	makes	makers	makes	makes	builds	makes	makes	makes	makes
2JP4J79KQW61EAWQY86CL45XDJXIK5	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	dismissed	removed	fired	banished	fired	released	fired	removed	fired	fired	fired	excused	banished	removed	fired	fired	fired	removed	fired	fired	removed	fired	removed	dropped	fired	fired	excused	removed	fired	relieved	fired	fired	removed	fired	removed	fired	fired	released	banished	fired	removed	released	fired	ejected	removed	removed	fired	fired	moved	fired	fired	fired
2J2YEPLSP75KR9YGNEFAPQEQWOUXRC	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	emerged	came	grew	came	came	came	started	came	came out	rose	came	came	appeared	came	came	came	came	came	came	came	came	came	came	started	came	rose	started	came	came out	came	came from	surfaced	popped out	followed	appeared	came	came	came	came	arose	rose	came	came	rose	came	came	came	came	came out	arrived	rose	came
231TUHYW2GTPFE2RWGNM969YTTJQLJ	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	rotund	fat	fat	round	round	heavy	round	fat	fat	fat	heavy	fat	fat	fat	fat	fat	chubby	fat	round	fat	fat	fat	round	fat	plump	fat	large	fat	plump	fat	round	big	fat	fat	round	heavy	fat	round	fat	fat	fat	fat	fat	large	fat	fat	fat	round	round	fat	big	fat
2QP46OQ1SNQQDDYR4GSQSCNR27X5PJ	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	apportion	assign	portion	assign	divide	divide	give out	distribute	split	reserve	assign	assign	share	divide	split	assign	give out	divvy	divide	distribute	divide	divide	give	divvy	give	distribute	divide	divide	assign	divide	assign	divide	give	divide	give	divide	divide	assign	give	divide	divide	give	divide	set aside	give	give	distribute	divide	allocate	give	give	divide
2O8EOZFYQS1CYGE8J8ID04IC2J2IL8	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	safeguard	protect	protect	protect	protect	protext	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	buffer	protect	protect	protect	protect	protect	defend	protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	keep	protected	protect
2XO7D1X3V0FK6ZG46U51U7PKLEPDKY	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	suspended	stopped	stopped	ended	stopped	stopped	stopped	stopped	ended	stopped	stopped	delayed	stopped	stopped	stopped	stopped	stopped	stopped	stopped	stopped	stopped	stopped	closed	stopped	stopped	stopped	stopped	stopped	stopped	cancelled	stopped	stopped	cancelled	stopped	stopped	ended	stoped	paused	stopped	eliminated	stopped	stopped	halted	delayed	stopped	stopped	canceled	stopped	stopped	stopped	ended	stopped
2BQLZ6R70G5RFV5SNEMEFWSSUS28O7	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	commandeer	take over	drive	take	take	take	take	take	take	lead	take	steal	take over	control	take	take over	take	assume	take	steal	control	grab	drive	steal	take	steal	take	steal	take	drive	control	take	take	take	drive	steer	control	take	control	drive	take	take	control	control	take	use	take	control	highjack	control	take	take
2DDOX7H57DZKV26OIR4HLM25MDM0AD	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	replicate	reproduce	divide	reporoduce	multiply	reproduce	grow	reproduce	reproduce	copy	clone	copy	copy	grow	reproduce	double	reproduce	multiply	clone	multiply	grow	reproduce	multiply	copy	grow	spread	reproduce	reproduce	duplicate	copy	copy	duplicate	duplicate	copy	breed	reproduce	reproduce	copy	reproduce	copy	copy	copy	copy	copy	duplicate	remake	reproduce	copy	duplicate	copy	multiply	copy
2581SNQQ7Q676STAONER92TQD61T93	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	devastated	destroyed	destroyed	harmed	destroyed	wrecked	destroyed	destroyed	destroyed	ruined	destroyed	destroyed	destroyed	ruined	damaged	destroyed	destroyed	destroyed	destroyed	ravaged	damaged	hurt	trashed	trashed	destroyed	hurt	destroyed	destroyed	destroyed	destroyed	destroyed	destroyed	destroyed	destroyed	destroyed	destroyed	destroyed	destroyed	damaged	destroyed	wrecked	ruined	destroyed	destroyed	destroyed	destroyed	wrecked	destroyed	destroyed	destroyed	overwhelmed	destroyed
2C914IXKO2L9846W0LXXBYOCDK4BCC	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	odor	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	stench	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell	smell
2FE2GTP9RA7SBJELAKPSWF70KRLVQ7	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	relocated	moved	moved	moved	moved	moved	removed	moved	moved	moved	moved	moved	moved	moved	brought in	moved	moved	taken	moved	moved	moved	brought	moved	moved	moved	moved	moved	move	moved	moved	moved	moved	moved	moved	moved	transfered	moved	moved	moved	placed	moved	moved	transferd	moved	moved	moved	moved	moved	moved	moved	moved	moved
227HIT3HVWAVQ5YMRUH2972ZAEUDL1	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	venues	facilities	places	places	places	places	places	areas	settings	locations	places	places	locations	locations	rooms	places	settings	places	events	places	areas	events	places	places	rooms	places	settings	places	settings	areas	buildings	places	places	places	rooms	places	places	spaces	locations	places	places	areas	areas	places	places	settings	places	locations	settings	places	places	places
27IJG5TYMNCW4YWTJKJS0HX12OSIMA	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	incorporated	added	added	merged	moved	gathered	pushed	allowed	included	put	added	added	included	combined	included	joined	formed	joined	merged	combined	included	brought	brought in	joined	brought	added	blended	included	included	added	included	included	combined	built	built	included	included	combined	joined	intwined	put	added	added	included	combined	made	combined	added	included	integrated	combined	included
2Q2SSZVXX2Q4BHM4UZPGVIW1OXCO61	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	elongated	long	stretched	long	stretched	long	long	cylindrical	stretched	stretched	extended	thin	stretched	stretched	stretched	long	long	stretched	long	stretched	long	stretched	long	stretched	long	extended	long	extended	long	stretched	stretched	long	extended	stretched	extended	extended	stretched	long	stretched	long	pointy	long	stretched	stretched	stretched	stretched	long	lengthened	stretched	large	extended	stretched
20KD21O3W5XH66H9WTTK6EPLTUBGAW	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	enhanced	improved	improved	helped	added to	improved	improved	increased	helped	improved	bettered	bettered	strengthened	helped	improved	improved	fixed	improved	bettered	improved	improved	improved	improved	prettied	improved	strengthened	impoved	bettered	beautified	improved	improved	boosted	improved	improved	improved	improved	improved	improved	build	supported	helped	fixed	upgraded	improved	improved	improve	improved	improved	improved	improved	improved	improved
2QFBNVP3TVOKBH739CP7YEOZG3U30K	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	purchase	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	buy	bought	buy	buy	buy	buy	buy	buy	buy	buy	buy
2W342J1LY58BDPZ64T7FSHD173J5QA	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	utilize	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use	use
2A30XULRGNTBPQE6H8WFX7N63PL5RB	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	resides	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives	lives
2TEYB49F9SSSNKTLNZES15H5GDNVR8	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	addresses	involves	covers	shows	marks	has	talks about	focuses on	suggests	discusses	talks about	mentioned	shows	directs	direct	covers	regards	calls	covers	gives	has to do with	focuses	speaks to	names	discusses	covers	has	discusses	approaches	covers	discusses	aproched	features	gives	introduces	discusses	discusses	discusses	discusses	has	make	discusses	talks	covers	discusses	uses	covers	follows	targets	talks	notes	discusses
2DKDIPDOBDDPECBGO54DGXMB4V70B8	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	roaming	exploring	wandering	walking	wandering	traveling	wandering	wandering	walking	exploring	wandering	exploring	wandering	drifting	searching	walking	wandering	walking	wandering	walking around	wandering	walking	wandering	walking around	walking	walking	in	wandering	walking	walking	wandering	walking	wandering	wandering	walking	walking	wandering	walking	prowling	walking	wandering	walking	exploring	walking	walking	walking	wandering	wandering	wandering	wandering	walking	wandering
2LHMAZHHRRLFWNG7R6IH9KHOAJKDM3	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	precepts	history	rules	ideas	teachings	rules	directions	beliefs	ideas	ideas	rules	concepts	rules	orders	beliefs	rules	ideals	rules	rules	rules	ideas	ideas	rules	rules	rules	axioms	rules	rules	ideas	rules	instructions	ideas	morals	principle	rules	rules	rules	orders	laws	orders	teachings	rules	ideas	laws	ideas	guidelines	ideas	ideas	orders	rules	ideas	rules
2P1VCNHMVHVKI6SL5VT7CJ79LV031N	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	genuine	real	real	real	good	real	original	true	good	real	real	honest	real	honest	real	pure	good	real	honest	real	actual	valid	real	sincere	real	real	real	good	real	authentic	true	real	real	real	real	true	real	real	real	real	real	real	real	real	real	actual	real	real	new	real	real	real
2MBYMNCWYB49LWKCWSO19JONTY9QML	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	facilitating	helping	helping	recording	helping	helping	assisting	assisting	helping	assisting	helping	helping	helping	helping	aiding	helping	assissting	organizing	helping	helping	helping	easing	helping	helping	aiding	assis	helping	helping	helping	helping	helping	studying	helping	helping	leading	easing	running	ease	aiding	assist	aid	aiding	helping	easing	helping	assisting	helping	helping	helping	speeding	managing	helping
2ELYOCCF0CP5QKHDMY9I5YG4QRAUTU	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	hypotheses	ideas	theories	theories	guesses	ideas	ideas	ideas	ideas	theories	ideas	ideas	ideas	theories	theories	ideas	guesses	ideas	theories	estimations	guesses	ideas	guesses	ideas	beliefs	assumptions	beliefs	theories	guesses	guesses	ideas	premises	ideas	theories	explanations	guesses	ideas	theories	theories	guesses	thoughts	ideas	theories	ideas	ideas	explainations	gueses	ideas	guesses	ideas	guesses	ideas
2VMEGDHDM25LE51737XHMZ6OF9UDN3	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	maintained	kept	guarded	kept	kept	continued	kept	kept	kept	kept	kept	kept	had	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	had	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	kept	had	kept	kept	kept	kept
2AZV8ER9Y8TNQ5EJWXWKNHS2PR45SZ	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	circuits	tracks	tracks	tracks	groups	tracks	tracks	routes	tracks	courses	events	tracks	courses	groups	races	tracks	tracks	trips	tracks	tracks	tracks	tracks	tracks	racetracks	tracks	groups	tracks	tracks	tracks	tracks	tracks	tracks	tracks	tracks	tracks	tracks	leagues	tracks	tracks	races	tracks	tracks	tracks	tracks	tracks	races	courses	tracks	tracks	tracks	course	tracks
26U6SK9RJ85O55RYLX1AXMOORAI5TO	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	flee	leave	leave	run	run	run away	escape	run	run	move	escape	run	escape	retreat	escape	retreat	ran	run	leave	leave	escape	leave	run	run	run away	run	leave	run	escape	run	escape	escape	leave	run	run	run	escape	leave	run	run	run	run	run	run	ran	move	leave	run	escape	run	run	run
2WGQS1CSTMOF3E5C8T31MYDNYOJQNL	20ASTLB3L0FBPWA8FU5JZEVE5SUJV7	exhibit	show	outline	show	show	show	show	show	show	showed	show	show	cause	show	show	show	show	create	show	show	show	show	show	show	show	possess	show	show	show	show	show	show	show	show	show	have	show	start	show	show	show	cause	show	show	show	show	show	show	show	show	show	show
