"2H9YNJ92NJKM6S36N4LH6W2GUYT7CA"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"pieces"	"parts"	"parts"	"parts"	"parts"	"component"	"sections"	"parts"	"parts"	"parts"	"parts"	"parts"	"elements"	"parts"	"parts"	"parts"	"part"	"parts"	"parts"	"parts"	"components"	"parts"	"parts"	"components"	"parts"	"parts"	"parts"	"parts"	"bits"	"parts"	"parts"	"parts"	"parts"	"parts"	"parts"	"parts"	"parts"	"parts"	"parts"	"information"	"parts"	"parts"	"parts"	"bits"	"parts"	"parts"	"parts"	"bits"	"parts"	"parts"	"items"	"parts"	
"2QC8P9Y38TWW35VCY99M8JTAHWPZIV"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"diverted"	"drawn away"	"redirected"	"changed"	"redirected"	"turned"	"moved"	"rerouted"	"changed"	"rerouted"	"led away"	"rerouted"	"redirected"	"sent away"	"redirected"	"changed"	"redirected"	"separated"	"redirected"	"switched"	"redirected"	"redirected"	"rerouted"	"switched"	"rerouted"	"redirected"	"moved"	"moved"	"split"	"redirected"	"changed"	"redirected"	"altered"	"separated"	"moved"	"altered"	"redirected"	"rerouted"	"redirected"	"redirected"	"split"	"turned"	"redirected"	"drawn away"	"veered"	"moved"	"rerouted"	"channeled"	"redirected"	"deflected"	"changed"	"redirected"	
"2QHJMJUNU8LZCEZKKGI9GD8J44X1HF"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"possessor"	"owner"	"buyer"	"owner"	"owner"	"owner"	"owner"	"owner"	"holder"	"owner"	"owner"	"owner"	"owner"	"owner"	"owner"	"owner"	"owner"	"owner"	"holder"	"owner"	"owner"	"owner"	"owner"	"owner"	"owner"	"owner"	"owner"	"master"	"owner"	"owner"	"keeper"	"owner"	"owner"	"owner"	"owner"	"owner"	"owner"	"owner"	"owner"	"teacher"	"owner"	"keeper"	"owner"	"owner"	"holder"	"owner"	"owner"	"owner"	"holder"	"owner"	"owner"	"owner"	
"25CQIHPCGJ2D8OGN0GOH8JPPTRM28J"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"perils"	"dangers"	"dangers"	"difficulties"	"dangers"	"dangers"	"danger"	"restraints"	"problems"	"dangers"	"risks"	"dangers"	"dangers"	"dangers"	"dangers"	"hazards"	"dangers"	"fates"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"situations"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"dangers"	"troubles"	"dangers"	
"2C2CJ011K274PU14U7X1GN46V6YCA5"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"retained"	"kept"	"kept"	"held"	"maintained"	"kept"	"kept"	"held"	"kept"	"kept"	"kept"	"kept"	"kept"	"kept"	"kept"	"kept"	"held"	"held"	"kept"	"kept"	"kept"	"kept"	"held"	"kept"	"kept"	"kept"	"kept"	"kept"	"kept"	"kept"	"kept"	"held"	"regained"	"kept"	"held"	"kept"	"kept"	"kept"	"kept"	"kept"	"maintained"	"kept"	"kept"	"kept"	"kept"	"held"	"kept"	"maintained"	"kept"	"kept"	"held"	"kept"	
"2YDWAVKI62NJWPTR6A09YH6BLUVRJ6"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"residence"	"home"	"home"	"home"	"dwelling"	"home"	"home"	"home"	"home"	"people"	"home"	"home"	"house"	"home"	"home"	"home"	"home"	"home"	"home"	"home"	"home"	"home"	"dwelling"	"home"	"home"	"home"	"home"	"home"	"home"	"home"	"home"	"home"	"home"	"home"	"home"	"home"	"house"	"house"	"home"	"home"	"home"	"home"	"home"	"house"	"home"	"house"	"abode"	"house"	"home"	"home"	"owner"	"home"	
"2SLQ39Z0B6UTUTLOI6JT3RKGQ5BMX1"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"procured"	"obtained"	"gotten"	"found"	"gathered"	"batten"	"aquired"	"grabbed"	"created"	"gotten"	"obtained"	"attained"	"obtained"	"made"	"grabbed"	"gathered"	"obtained"	"acquired"	"made"	"obtained"	"received"	"acquired"	"gathered"	"obtained"	"grabbed"	"obtained"	"obtained"	"grabbed"	"gathered"	"processed"	"obtained"	"gotten"	"gotten"	"collected"	"gotten"	"obtained"	"gotten"	"obtained"	"obtained"	"obtained"	"gotten"	"gathered"	"gathered"	"gathered"	"gotten"	"obtained"	"obtained"	"gathered"	"secured"	"obtained"	"gathered"	"obtained"	
"230KMN9U8P9Y9VLG08930UYIN92UDZ"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"convened"	"opened"	"started"	"assembled"	"called"	"gathered"	"created"	"made"	"called"	"aggregated"	"made"	"brought together"	"gathered"	"called"	"hosted"	"organized"	"assembled"	"held"	"gathered"	"held"	"met"	"started"	"assembled"	"ordered"	"held"	"created"	"assembled"	"called"	"held"	"called"	"assembled"	"called"	"called"	"met"	"gathered"	"started"	"called"	"called"	"organized"	"held"	"assembled"	"assembled"	"organized"	"gathered"	"assembled"	"met"	"assembled"	"gathered"	"assembled"	"opened"	"called"	"called"	"assembled"
"2Z2MN9U8P9Y3EGOG1TUS2YIM1SCEV1"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"vital"	"important"	"critical"	"essential"	"necessary"	"important"	"necessary"	"important"	"important"	"important"	"needed"	"required"	"important"	"necessary"	"required"	"necessary"	"essential"	"needed"	"necessary"	"important"	"needed"	"essential"	"essential"	"necessary"	"necessary"	"essential"	"essential"	"important"	"necessary"	"important"	"important"	"needed"	"important"	"critical"	"needed"	"necessary"	"crucial"	"needed"	"needed"	"necessary"	"important"	"important"	"important"	"important"	"important"	"important"	"needed"	"essential"	"necessary"	"required"	"essential"	"important"	
"2CZ8MZ9O9Z6K2RR6EA8HZRLFR98A1E"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"acquired"	"received"	"gotten"	"got"	"gotten"	"achieved"	"gained"	"gained"	"got"	"gained"	"gotten"	"gotten"	"taken"	"gained"	"got"	"received"	"amassed"	"gained"	"received"	"got"	"received"	"obtained"	"obtained"	"gained"	"got"	"gotten"	"gained"	"obtained"	"received"	"gained"	"gotten"	"obtained"	"gotten"	"gotten"	"achieved"	"started"	"gotten"	"gotten"	"received"	"inherited"	"got"	"achieved"	"gotten"	"gotten"	"received"	"obtained"	"gained"	"gained"	"taken"	"gained"	"got"	"gotten"	
"2OIG5R98D8J311ZGW3KN6CG3NL3UES"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"abundance"	"plenty"	"large amount"	"supply"	"a lot"	"amount"	"bounty"	"surplus"	"amount"	"excess"	"excess"	"great amount"	"large amount"	"plenty"	"amount"	"wealth"	"surplus"	"quantity"	"supply"	"amount"	"plenitude"	"amount"	"outpouring"	"plenty"	"amount"	"large amount"	"amount"	"amount"	"surplus"	"portion"	"amount"	"plenty"	"surplus"	"bounty"	"amount"	"amount"	"plenty"	"profusion"	"amount"	"amount"	"amount"	"plenty"	"wealth"	"availability"	"supply"	"plenitude"	"plenty"	"wealth"	"plenty"	"heap"	"growth"	"amount"	
"2QQD8J3VE7WSYGFIGRUMKK8AUBEZJ7"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"substantial"	"significant"	"huge"	"large"	"big"	"high"	"large"	"significant"	"large"	"large"	"large"	"significant"	"heavy"	"significant"	"many"	"extensive"	"big"	"large"	"large"	"large"	"large"	"big"	"large"	"large"	"large"	"large"	"large"	"large"	"major"	"large"	"large"	"large"	"large"	"large"	"large"	"copious"	"great"	"large"	"large"	"large"	"a lot"	"large"	"large"	"large"	"large"	"large"	"large"	"large"	"large"	"a lot"	"large"	"large"	
"2UHXR24SMEZZ89A4QY0UGP9Y4HC1I8"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"arid"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"desolate"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"moistureless"	"barren"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	"dry"	
"2RJQP6AUC26DMTZX58UV8FK0DX4298"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"meandered"	"wandered"	"wandered"	"wondered"	"moved"	"strolled"	"wandered"	"moved"	"wandered"	"strolled"	"wandered"	"wandered"	"wandered"	"wandered"	"traveled"	"wandered"	"navigated"	"drifted"	"wandered"	"wandered"	"wandered"	"drifted"	"wandered"	"wandered"	"wandered"	"walked"	"twisted"	"blew"	"traveled"	"wandered"	"wandered"	"wandered"	"wandered"	"went"	"wandered"	"traveled"	"curved"	"wandered"	"wandered"	"walked"	"wandered"	"wandered"	"wandered"	"drifted"	"walked"	"wandered"	"wandered"	"drifted"	"wandered"	"walked"	"zigzagged"	"wandered"	
"2V6ZFYQS1CSTSB7HVOJ4QC1EZM6KNA"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"generated"	"created"	"created"	"made"	"yielded"	"made"	"created"	"created"	"created"	"created"	"made"	"produced"	"created"	"made"	"made"	"made"	"created"	"formed"	"made"	"made"	"created"	"created"	"produced"	"created"	"produced"	"powered"	"created"	"made"	"created"	"created"	"had"	"created"	"made"	"achieved"	"created"	"created"	"made"	"made"	"created"	"created"	"built"	"produced"	"created"	"created"	"created"	"created"	"produced"	"created"	"made"	"developed"	"produced"	"created"	
"2YJXERSQV66RRC92XE8V4AVKJFMA2V"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"comprise"	"make up"	"make up"	"makes"	"make up"	"make up"	"make up"	"includes"	"consist of"	"make up"	"compose"	"make up"	"make up"	"form"	"make up"	"make up"	"make up"	"make up"	"compose"	"form"	"contain"	"include"	"make up"	"make up"	"make up"	"include"	"make up"	"make up"	"contains"	"form"	"make up"	"contain"	"agreed"	"make up"	"make up"	"included"	"form"	"include"	"make up"	"make up"	"make up"	"contain"	"contain"	"form"	"contain"	"cover"	"make up"	"form"	"create"	"include"	"includes"	"make up"	
"2N0AA2SEIUUU6NGAOV14QIS8TBDPPC"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"secures"	"stops"	"holds"	"ties"	"binds"	"holds"	"holds"	"holds"	"fixed"	"holds"	"holds"	"protects"	"holds"	"tightens"	"holds"	"holds"	"holds"	"keeps"	"holds"	"holds"	"prevents"	"locks"	"holds"	"protects"	"holds"	"confines"	"fastens"	"fixes"	"holds"	"stops"	"holds"	"holds"	"fastens"	"limits"	"holds"	"fastens"	"holds"	"holds"	"fixes"	"restrains"	"holds"	"keep"	"holds"	"holds"	"traps"	"locks"	"holds"	"holds"	"guards"	"holds"	"tightens"	"holds"	
"24VWIOV1S7SN90L0YCUYLZ8N90EZK6"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"career"	"job"	"job"	"job"	"job"	"line of work"	"job"	"work"	"work"	"job"	"job"	"job"	"profession"	"job"	"field"	"work"	"job"	"life"	"life"	"job"	"job"	"life"	"job"	"work"	"life"	"work"	"work"	"job"	"job"	"job"	"job"	"work"	"profession"	"life"	"life"	"job"	"honored"	"work"	"profession"	"job"	"job"	"job"	"employment"	"field"	"occupation"	"job"	"job"	"work"	"job"	"profession"	"profession"	"job"	
"2GYKPEIB9BAWRFEHT1WV5UD3N2AX01"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"refuses"	"does not want"	"declines"	"declines"	"denies"	"declines"	"declines"	"decides not to"	"declines"	"declines"	"does not want"	"protests"	"ceases"	"disallowed"	"does not want"	"stopped"	"fails"	"declines"	"declined"	"declines"	"declines"	"declines"	"denies"	"doesn't"	"stops"	"says no"	"declines"	"denied"	"doesn't want"	"denies"	"declines"	"declines"	"declines"	"refrain"	"denies"	"disagrees"	"doesn't"	"declines"	"declines"	"decline"	"decides not"	"declines"	"won't"	"avoids"	"declines"	"declines"	"decline"	"declines"	"avoids"	"avoids"	"declines"	"declines"	
"20Y5TYMNCWYBAW7TW3JH511JPWBKOP"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"casualties"	"deaths"	"deaths"	"injuries"	"deaths"	"deaths"	"deaths"	"injuries"	"deaths"	"deaths"	"deaths"	"deaths"	"deaths"	"deaths"	"injuries"	"deaths"	"accidents"	"deaths"	"injuries"	"deaths"	"deaths"	"deaths"	"deaths"	"deaths"	"victims"	"injuries"	"deaths"	"injuries"	"injuries"	"deaths"	"deaths"	"deaths"	"deaths"	"deaths"	"victims"	"deaths"	"victims"	"deaths"	"deaths"	"deaths"	"injuries"	"deaths"	"deaths"	"fatalities"	"deaths"	"deaths"	"injuries"	"deaths"	"deaths"	"deaths"	"injuries"	"deaths"	
"2YJXERSQV66RRC92XE8V4AVKJFM2AN"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"transmitting"	"sending"	"giving"	"communicating"	"sending"	"delivering"	"sending"	"giving"	"conveying"	"sending"	"giving"	"sending"	"sending"	"sending"	"sending"	"giving"	"sending"	"sending"	"transferring"	"passing"	"sending"	"moving"	"communicating"	"sending"	"sending"	"communicating"	"forwarding"	"giving"	"giving"	"spreading"	"giving"	"giving"	"giving"	"giving"	"spreading"	"transferring"	"sending"	"giving"	"giving"	"conveying"	"sending"	"sharing"	"sending"	"relaying"	"giving"	"broadcasting"	"transferring"	"transferring"	"communicating"	"sending"	"relaying"	"sending"	
"2CIFK0COK2JE79Z9OV0LZW6O0JVRK5"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"released"	"initiated"	"sent"	"created"	"sold"	"made available"	"sold"	"delivered"	"available"	"premiered"	"dispersed"	"sold"	"put out"	"distributed"	"sold"	"sold"	"available"	"given"	"sold"	"sold"	"launched"	"published"	"revealed"	"delivered"	"available"	"delivered"	"put out"	"dispensed"	"put out"	"issued"	"available first"	"sold"	"let out"	"sold"	"published"	"issued"	"provided"	"distributed"	"sold"	"opened"	"distributed"	"sent"	"sold"	"put out"	"available"	"let go"	"dropped"	"able to be sold"	"made public"	"sold"	"sold"	"sold"	
"2YQMZ9O9Z6KWAMEU3S8RZLFQ1X72BI"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"circumstances"	"situations"	"situations"	"instances"	"situations"	"situations"	"situations"	"cases"	"situations"	"situations"	"cases"	"cases"	"ways"	"cases"	"situations"	"situations"	"situations"	"situations"	"examples"	"cases"	"instances"	"cases"	"situations"	"situations"	"cases"	"instances"	"times"	"situations"	"situations"	"situations"	"situations"	"situations"	"instances"	"situations"	"situations"	"instances"	"cases"	"situations"	"situations"	"situations"	"cases"	"instances"	"scenarios"	"events"	"ways"	"situations"	"situations"	"situations"	"situations"	"situations"	"events"	"situations"	
"26EZ9RNDWIOV7FZCRE4TOU13ZMIUFA"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"disbanded"	"dissolved"	"scattered"	"broke up"	"broke up"	"quit"	"broke up"	"separated"	"broke up"	"broke up"	"broke up"	"dissolved"	"broke up"	"separated"	"broke up"	"died"	"separated"	"ended"	"broke up"	"separated"	"ended"	"broke up"	"separated"	"split up"	"dissolved"	"dissolved"	"broke up"	"broke up"	"broke up"	"stopped"	"separated"	"broke up"	"dissolved"	"broke up"	"split"	"broke up"	"separated"	"broke up"	"broke up"	"separated"	"separated"	"broke apart"	"dissolved"	"ended"	"broke up"	"broke up"	"broke up"	"split"	"separated"	"split"	"separated"	"broke up"	
"2I7C6SK9RJ85UMAJISDAIPMOPZP4SH"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"envisaged"	"imagined"	"pictured"	"saw"	"imagined"	"imagined"	"saw"	"saw"	"imagined"	"saw"	"saw"	"imagined"	"imagined"	"saw"	"saw"	"imagined"	"imagined"	"considered"	"imagined"	"saw"	"imagined"	"anticipated"	"imagined"	"imagined"	"conceived"	"imagined"	"good"	"pictured"	"saw"	"pictured"	"envisioned"	"anticipated"	"imagined"	"pictured"	"saw"	"imagined"	"pictured"	"envisioned"	"saw"	"imagined"	"envisioned"	"saw"	"saw"	"imagined"	"pictured"	"imagined"	"predicted"	"seen"	"pictured"	"featured"	"imagined"	"imagined"	
"2E2NQY2RCJK69MNY7SI0SUIARI34T6"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"fuselage"	"trunk"	"cabin"	"body"	"cabin"	"main parts"	"body"	"body"	"cabin"	"body"	"body"	"body"	"mass"	"body"	"body"	"fuel tank"	"frame"	"body"	"body"	"body"	"frame"	"core"	"body"	"body"	"body"	"gas tank"	"body"	"body"	"fuel tank"	"cabin"	"body"	"front"	"tank"	"gas tank"	"tank"	"body"	"body"	"bulk"	"body"	"body"	"body"	"body"	"body"	"bulk"	"cabin"	"body"	"body"	"body"	"frame"	"center"	"body"	"body"	
"2S4JTUHYW2GTVWJUB3WWU169Z17KP6"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"acquisition"	"buying"	"purchase"	"purchase"	"purchase"	"ownership"	"addition"	"purchase"	"gain"	"ownership"	"purchase"	"purchase"	"purchase"	"gaining"	"obtaining"	"receiving"	"gain"	"purchase"	"buying"	"purchase"	"purchase"	"addition"	"purchase"	"gain"	"gain"	"ownership"	"buying"	"gain"	"gain"	"gaining"	"purchase"	"addition"	"purchase"	"gain"	"gain"	"purchase"	"purchase"	"purchase"	"attainment"	"gaining"	"receiving"	"gaining"	"purchase"	"buying"	"attaining"	"purchase"	"purchase"	"purchase"	"acquirement"	"obtaining"	"purchase"	"purchase"	
"29E6NG1FS3NYT63IJC6Z0ZL2Y0JZL9"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"endorsed"	"approved"	"supported"	"okayed"	"approved"	"approved"	"supported"	"approved"	"supported"	"supported"	"recommended"	"supported"	"supported"	"adopted"	"backed"	"approved"	"accepted"	"accepted"	"supported"	"approved"	"supported"	"approved"	"supported"	"approved"	"approved"	"accepted"	"supported"	"supported"	"backed"	"accepted"	"approved"	"supported"	"ratified"	"passed"	"authorized"	"okayed"	"supported"	"approved"	"supported"	"supported"	"supported"	"supported"	"favored"	"approved"	"approved"	"approved"	"authorized"	"supported"	"supported"	"approved"	"supported"	"supported"	
"2Q2SSZVXX2Q4BHM4UZPGVIW1O1R6O6"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"periphery"	"surroundings"	"outskirts"	"edge"	"outside"	"area"	"edge"	"outskirts"	"edge"	"border"	"edge"	"edge"	"edge"	"side"	"edge"	"edge"	"part"	"rim"	"edge"	"outside"	"edge"	"edge"	"edge"	"border"	"edge"	"edge"	"edge"	"edge"	"edge"	"edge"	"border"	"border"	"edge"	"edge"	"circumference"	"edges"	"border"	"edge"	"edge"	"end"	"side"	"side"	"border"	"end"	"border"	"edge"	"border"	"edge"	"edge"	"part"	"edge"	"edge"	
"2J845UUKQOYGT5OLR3ZOO01081EEWB"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"tolerated"	"endured"	"bared"	"allowed"	"allowed"	"accepted"	"allowed"	"allowed"	"allowed"	"accepted"	"allowed"	"accepted"	"allowed"	"accepted"	"accepted"	"put up with"	"accepted"	"accepted"	"allowed"	"allowed"	"allowed"	"accepted"	"allowed"	"allowed"	"accepted"	"allowed"	"accepted"	"accepted"	"accepted"	"okay"	"used"	"allowed"	"accepted"	"accepted"	"accepted"	"allowed"	"okay"	"acceptable"	"accepted"	"allowed"	"accepted"	"accepted"	"allowed"	"accepted"	"allowed"	"accepted"	"accepted"	"accepted"	"accepted"	"allowed"	"accepted"	"accepted"	
"22X395SW6NG1LFV72YAB6F1F01IUG9"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"enraged"	"mad"	"furious"	"upset"	"angry"	"angry"	"angry"	"angry"	"angry"	"angry"	"angry"	"angry"	"angry"	"angry"	"angry"	"angry"	"furious"	"angered"	"angry"	"infuriated"	"mad"	"furious"	"mad"	"angry"	"mad"	"angry"	"angry"	"mad"	"upset"	"angry"	"angered"	"angry"	"angry"	"angry"	"angry"	"angry"	"angry"	"angry"	"angry"	"angered"	"angry"	"furious"	"angered"	"mad"	"angered"	"angry"	"angered"	"angry"	"angry"	"furious"	"angry"	"angry"	
"26UGJ2D21O3WBK9KN0GSQ2KYFY57DA"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"expedition"	"journey"	"adventure"	"trip"	"trip"	"journey"	"journey"	"excursion"	"trip"	"journey"	"journey"	"exploration"	"quest"	"mission"	"quest"	"adventure"	"outing"	"voyage"	"journey"	"journey"	"trip"	"adventure"	"journey"	"journey"	"trip"	"voyage"	"trip"	"trip"	"adventure"	"trip"	"trip"	"journey"	"tour"	"journey"	"trip"	"mission"	"journey"	"journey"	"quest"	"voyage"	"journey"	"trip"	"adventure"	"trek"	"trip"	"adventure"	"adventure"	"journey"	"undertaking"	"trip"	"journey"	"journey"	
"2SOBFMFFOYYIZOL3JO7E0C0RY59ZMB"	"20ASTLB3L0FBPWA8FU5JZEVE5SUJV7"	"situated"	"located"	"located"	"placed"	"located"	"positioned"	"located"	"settles"	"fixed"	"placed"	"settled"	"sitting"	"placed"	"placed"	"located"	"located"	"positioned"	"positioned"	"sitting"	"sitting"	"placed"	"at"	"established"	"placed"	"placed"	"located"	"located"	"based"	"placed"	"located"	"located"	"located"	"placed"	"placed"	"located"	"located"	"located"	"placed"	"fixed"	"located"	"located"	"located"	"positioned"	"placed"	"located"	"located"	"located"	"located"	"positioned"	"located"	"located"	"located"	
